avg_price,chain,item_code,item_name,num_branches,timestamp
7.275,7290725900003,7290002317128,מלפפון במלח בינוני 10-12 560 גרם    ,4,2017-02-28
10,7290725900003,7290002317135,מלפפון במלח קטן 17-13 560 גרם       ,4,2017-02-28
11,7290725900003,7290002317142,מלפפון במלח קטן מאוד 18-25 560 גרם  ,3,2017-02-28
7.275,7290725900003,7290002317166,מלפפון בחומץ 10-12 בינוני 560 גרם   ,4,2017-02-28
10,7290725900003,7290002317173,מלפפון בחומץ קטן 13-17 560 גרם,4,2017-02-28
10.975,7290725900003,7290002317180,מלפפון בחומץ קטן מאוד 18-25 560 גרם ,4,2017-02-28
8.5,7290725900003,7290002317203,זיתים ירוקים מנזנילו גדול 15-17 560 ,4,2017-02-28
8.775,7290725900003,7290002317234,זיתים שחורים                        ,4,2017-02-28
10.5,7290725900003,7290002317241,זית סורי מבוקע מוטולה 560 גרם       ,4,2017-02-28
10.5,7290725900003,7290002317258,זית סורי שלם                        ,3,2017-02-28
6.1,7290725900003,7290002317265,מלפפון 7-9 מלח + 20% מתנה,4,2017-02-28
6.4,7290725900003,7290002317289,חצילים כבושים מ,4,2017-02-28
6.9,7290725900003,7290002317296,פלפל שיפקה A2 תוספת 20%,4,2017-02-28
8.4,7290725900003,7290002317302,זית מבוקע 2A מוט,1,2017-02-28
6.1,7290725900003,7290002317319,מלפפון 7-9 חומץ + 20% מתנה,4,2017-02-28
7.05,7290725900003,7290002317326,זיתים מנזלינו 12-15,4,2017-02-28
36.9,7290725900003,7290002317333,"זית ירוק  שבור 3 ק""""ג               ",1,2017-02-28
8,7290725900003,7290002317357,שיפקה מוטולה צנצנת,4,2017-02-28
9.5,7290725900003,7290002317371,זיתים חרוזית שחור,4,2017-02-28
17.9,7290725900003,7290002317401,זית ירוק מנסנילו 15-17 1300 גרם,3,2017-02-28
37.26666666666666666666666667,7290725900003,7290002317432,זיתים ירוקים חרוזית 3 ק``ג,3,2017-02-28
6.2,7290725900003,7290002317456,גמבה                                ,4,2017-02-28
13.6,7290725900003,7290002317463,"מלפפון במלח גדול 20-15 1.3 ק""""ג     ",4,2017-02-28
13.6,7290725900003,7290002317470,מלפפון בחומץ גדול 20-15 1.3 ק``ג,2,2017-02-28
19.9,7290725900003,7290002317500,מלפפונים במלח 30-36  3 ק``ג,4,2017-02-28
19.9,7290725900003,7290002317531,מלפפון בחומץ גדול 30-36 3 ק``ג,3,2017-02-28
8.6,7290725900003,7290002317562,זיתים שחורים                        ,4,2017-02-28
8.375,7290725900003,7290002317579,טבעות זיתים ירוקים  560  גר',4,2017-02-28
6.125,7290725900003,7290002317609,כרוב כבוש מוטולה,4,2017-02-28
10.5,7290725900003,7290002317616,זית מרינט חתוך 17-19,3,2017-02-28
11,7290725900003,7290002317654,זיתים ירוקים נוב צנצנת,3,2017-02-28
8.125,7290725900003,7290002317661,זיתים מנזלינו גד צנצנת,4,2017-02-28
9.2,7290725900003,7290002317678,זיתים ירוקים חרו צנצנת,4,2017-02-28
10.5,7290725900003,7290002317746,זיתים שחורים טיב צנצנת,4,2017-02-28
10.5,7290725900003,7290002317753,טבעות זיתים ירוק צנצנת,4,2017-02-28
9.633333333333333333333333333,7290725900003,7290002317814,חצילים צנצנת מוט,3,2017-02-28
2.35,7290725900003,7290002319016,אבקת אפיה,4,2017-02-28
2.425,7290725900003,7290002319023,סוכר וניל 10*10 גרם                 ,4,2017-02-28
5.9,7290725900003,7290002319030,אבקת בצל 80 גרם,3,2017-02-28
11.9,7290725900003,7290002319047,אגוזי המלך 100 גר` בד`ץ,3,2017-02-28
6.675,7290725900003,7290002319054,פרג טחון 100 גרם,4,2017-02-28
3.75,7290725900003,7290002319061,קוקוס טחון הר נוף                   ,4,2017-02-28
3.9,7290725900003,7290002319078,שומשום 100 גרם,3,2017-02-28
3.375,7290725900003,7290002319085,פירורי לחם 200 גרם                  ,4,2017-02-28
5.366666666666666666666666667,7290725900003,7290002319092,קמח תפוחי אדמה 500 גרם,3,2017-02-28
7.225,7290725900003,7290002319115,חומוס גדול 500 גרם                  ,4,2017-02-28
5.633333333333333333333333333,7290725900003,7290002319122,גריסים 500 גרם                      ,3,2017-02-28
10.65,7290725900003,7290002319139,שעועית לבנה 500 גרם                 ,4,2017-02-28
10.15,7290725900003,7290002319146,שעועית אדומה 500 גרם                ,4,2017-02-28
5.225,7290725900003,7290002319160,אפונה ירוקה 500 גרם                 ,4,2017-02-28
6.125,7290725900003,7290002319177,פופקורן 500 גרם,4,2017-02-28
7.9,7290725900003,7290002319184,עדשים אדומים 500 גרם                ,4,2017-02-28
7.05,7290725900003,7290002319191,עדשים ירוקים 500 גרם                ,4,2017-02-28
8.35,7290725900003,7290002319207,כוסמת הר נוף 500 גרם,4,2017-02-28
2.775,7290725900003,7290002319214,קווקר 200 גרם,4,2017-02-28
5.8,7290725900003,7290002319221,חיטה הר נוף 500 גרם                 ,4,2017-02-28
22.85,7290725900003,7290002319306,שקדים קלויים 200 גרם  כשל`פ,2,2017-02-28
8.325,7290725900003,7290002319313,"אורז מלא 1 ק""""ג                     ",4,2017-02-28
4.3,7290725900003,7290002319337,תמרים 200 גרם #,2,2017-02-28
11.9,7290725900003,7290002319344,שקד טבעי 100 גרם,3,2017-02-28
2.9,7290725900003,7290002319375,קורנפלור 200 גרם,3,2017-02-28
5.9,7290725900003,7290002319405,קינמון 80 גר',3,2017-02-28
5.9,7290725900003,7290002319412,פפריקה חריפה 80 גר',3,2017-02-28
5.9,7290725900003,7290002319429,פפריקה מתוקה 80 גר',3,2017-02-28
10.9,7290725900003,7290002319436,פלפל שחור 70 גר`,3,2017-02-28
5.9,7290725900003,7290002319443,כמון 80 גר',3,2017-02-28
5.9,7290725900003,7290002319450,כרכום 80 גר',3,2017-02-28
5.9,7290725900003,7290002319467,אורגנו 35 גרם,3,2017-02-28
7.9,7290725900003,7290002319474,אבקת שום  80 גר`,3,2017-02-28
3.1,7290725900003,7290002319528,קמח מצה 200 גרם                     ,4,2017-02-28
5.9,7290725900003,7290002319580,מלח לימון 150 גר',2,2017-02-28
5.9,7290725900003,7290002319597,כוזברה 80 גרם,3,2017-02-28
4.9,7290725900003,7290002319603,בוטנים טחונים 100 גרם,2,2017-02-28
11.9,7290725900003,7290002319610,שקדים טחונים 100 גרם                ,3,2017-02-28
20.9,7290725900003,7290002319634,אגוזי קשיו 200 גרם כשל`פ,2,2017-02-28
5.9,7290725900003,7290002319641,גריל עוף 80 גרם,3,2017-02-28
5.9,7290725900003,7290002319658,תבלין לסטיק 80 גרם,1,2017-02-28
5.875,7290725900003,7290002319689,סודה לשתיה 50 גרם,4,2017-02-28
10.9,7290725900003,7290002319696,פלפל לבן 70 גרם,3,2017-02-28
11.9,7290725900003,7290002319733,אגוזי פקאן מקולפים 100 גרם,1,2017-02-28
11.9,7290725900003,7290002319740,אגוזים טחונים 100 גרם               ,3,2017-02-28
10.9,7290725900003,7290002319764,משמש מיובש בשקית 200 גרם            ,3,2017-02-28
2.925,7290725900003,7290002319771,תמצית וניל,4,2017-02-28
2.925,7290725900003,7290002319788,תמצית אפיה בטעם רום 60 מ``ל,4,2017-02-28
5.9,7290725900003,7290002319801,שבבי בצל 50 גרם,3,2017-02-28
2.35,7290725900003,7290002319825,"אבקת סוכר 100 גרם בד""""צ             ",4,2017-02-28
9.9,7290725900003,7290002319849,שזיפים 200 גרם                      ,2,2017-02-28
38.9,7290725900003,7290002319887,שקדים בקליפה  # 400 גר`,1,2017-02-28
24.9,7290725900003,7290002319900,אגוזי  לוז עם קליפה 400 גרם,1,2017-02-28
4.15,7290725900003,7290002319917,גרעיני חמניה 200 גרם,2,2017-02-28
10.9,7290725900003,7290002319924,גרעיני דלעת לבנים 200 גרם,2,2017-02-28
7.85,7290725900003,7290002319931,בוטנים קלויים 200 גרם,2,2017-02-28
12.8,7290725900003,7290002319979,גרעיני אבטיח 200 גרם,2,2017-02-28
21.8,7290725900003,7290002319986,פיסטוק חלבי 200 גרם  כשל`פ,2,2017-02-28
16.225,7290725900003,7290002320463,קונפיטורה תות ללא סוכר 284גר בית יצחק,4,2017-02-28
16,7290725900003,7290002320487,קונפיטורה משמש ללא סוכר 284גר בית יצחק,2,2017-02-28
5.9,7290725900003,7290002323198,ספרינג תפוחים 1.5 ליטר,4,2017-02-28
5.9,7290725900003,7290002323204,ספרינג תפוחים דיאט 1.5 ליטר,4,2017-02-28
3.55,7290725900003,7290002323815,קריסטל תפוזים 2 ליטר,4,2017-02-28
3.55,7290725900003,7290002323822,קריסטל אשכולית 2 ליטר,4,2017-02-28
3.55,7290725900003,7290002323839,קריסטל ענבים 2 ליטר,4,2017-02-28
3.55,7290725900003,7290002323846,קריסטל משקה קל מנגו 2 ליטר,4,2017-02-28
9.9,7290725900003,7290002327028,ג`חנון בטעם מיוחד 650 גרם  קפוא,4,2017-02-28
16.5,7290725900003,7290002327059,בצק עלים מרודד 1 ק``ג קפוא,4,2017-02-28
23.23333333333333333333333333,7290725900003,7290002327066,קונכיות בצק לאפיה 500 גרם   קפוא,3,2017-02-28
17.5,7290725900003,7290002327929,מיני בורקס תפו``א 700 גרם  קפוא,3,2017-02-28
5.9,7290725900003,7290002329602,עוגת שוקולד 350גר,4,2017-02-28
5.9,7290725900003,7290002329619,עוגת שוקו צ`יפס 350גר,4,2017-02-28
5.9,7290725900003,7290002329626,עוגת שיש 350גר,4,2017-02-28
5.9,7290725900003,7290002329657,עוגת בר תפוז 350גר,4,2017-02-28
5.9,7290725900003,7290002329664,עוגת אנגלית 350גר,4,2017-02-28
2.725,7290725900003,7290002331025,נביעות מים מינרלים ספורט להחזרה 500מ,4,2017-02-28
3.6,7290725900003,7290002331094,"נביעות מים מינרלים ספורט 755 מ""""ל   ",4,2017-02-28
7.35,7290725900003,7290002331117,נביעות מים מינרליים בטעם ענבים1.5ליט,4,2017-02-28
5.4,7290725900003,7290002331124,נביעות מים מינרלים בטעם תפוח 0.5 ליט,3,2017-02-28
7.35,7290725900003,7290002331148,נביעות מים מינרלים בטעם תפוח 1.5ליטר,4,2017-02-28
5.4,7290725900003,7290002331155,נביעות מים מינרלים בטעם אפרסק 0.5 לי,2,2017-02-28
3.25,7290725900003,7290002331162,נביעות מים מינרלים שקט 1.5 ליטר     ,4,2017-02-28
7.35,7290725900003,7290002331179,נביעות מים מינרליים בטעם אפרסק 1.5לי,4,2017-02-28
3,7290725900003,7290002331261,מים נביעות ספורט 1.5 ליטר,1,2017-02-28
9.9,7290725900003,7290002331322,נביעות שישייה מים מינרלים שקט 1.5 ל`,3,2017-02-28
12.25,7290725900003,7290002331360,נביעות מים מינרלים שישיה 0.5 ליטר,4,2017-02-28
15.825,7290725900003,7290002331421,"נביעות מים מינרלים ספורט 6*755 מ""""ל ",4,2017-02-28
2.2,7290725900003,7290002331476,נביעות בייבי בודד330 מ`ל,2,2017-02-28
12.6,7290725900003,7290002331483,נביעות מים מינרלים שישיה בייבי  330 מ`ל,2,2017-02-28
4.275,7290725900003,7290002331490,נביעות מים מינרלים 1 ליטר,4,2017-02-28
5.4,7290725900003,7290002331711,נביעות מים מינרלים בטעם ענבים0.5ליטר,2,2017-02-28
7.35,7290725900003,7290002332022,נביעות מים מינרלים משמש אננס 1.5 ליט,4,2017-02-28
5.9,7290725900003,7290002348054,פטריות שמפניון שלמות בינוני 400 גרם,1,2017-02-28
29.9,7290725900003,7290002348153,טונה ויליגר בשמן 960 גר`,2,2017-02-28
3.966666666666666666666666667,7290725900003,7290002352112,צמר גפן רפואי ספוג מזור 100 גרם,3,2017-02-28
10,7290725900003,7290002360124,תה חליטת פיקות ורדי בר והיביסקוס 20,4,2017-02-28
10,7290725900003,7290002360278,תה חליטת עלי מנטה 20 שק. 50 גרם,2,2017-02-28
10,7290725900003,7290002360285,תה חליטת קמומיל 20 שק*1.5 גרם,3,2017-02-28
34.4,7290725900003,7290002363491,יין קונדיטון 750 מ`ל,1,2017-02-28
17.4,7290725900003,7290002363798,יין לקידוש עונג שבת 750 מ`ל,1,2017-02-28
8.233333333333333333333333333,7290725900003,7290002374114,שמן סויה מזוכך מילומור 1 ליטר,3,2017-02-28
7.9,7290725900003,7290002374312,שמן קנולה מזוכך 1 ליטר,2,2017-02-28
13.9,7290725900003,7290002374640,שמן קנולה פלוס אומגה 3 עץ הזית,3,2017-02-28
51.9,7290725900003,7290002402411,בשר X7 מחפוד קפוא,1,2017-02-28
39.9,7290725900003,7290002402756,בשר לחמין 800 גר` מחפוד,4,2017-02-28
7.8,7290725900003,7290002402855,נקניקיות קוקטייל 400 גר` מחפוד,4,2017-02-28
24.4,7290725900003,7290002402947,שומן כבש 200 גר` מעובד ארוז קפוא מחפוד,2,2017-02-28
16,7290725900003,7290002404576,יין מוריה דל כהל אדום מתוק 750 מל   ,3,2017-02-28
29.9,7290725900003,7290002404583,בראשית  קברנה 750 מ`ל,4,2017-02-28
29.9,7290725900003,7290002404606,בראשית שירז 750 מ`ל,3,2017-02-28
39.9,7290725900003,7290002404613,וירטואוז קברנה 750 מ`ל,3,2017-02-28
39.9,7290725900003,7290002404620,וירטואוז מרלו 750 מ`ל,1,2017-02-28
29.9,7290725900003,7290002404712,בראשית סובניון בלאן,3,2017-02-28
11.9,7290725900003,7290002404828,מיץ ענבים 1 ליטר,1,2017-02-28
4.9,7290725900003,7290002404859,"גינוסר יין אדום מתוק 187 מ""""ל       ",1,2017-02-28
4.9,7290725900003,7290002404880,"יין אדום מתוק 187 מ""""ל              ",1,2017-02-28
4.9,7290725900003,7290002404897,"מיץ ענבים 187 מ""""ל                  ",2,2017-02-28
14.9,7290725900003,7290002404958,גינוסר יין אדום מתוק 1 ליטר,4,2017-02-28
16,7290725900003,7290002404965,יין מוריה נושן אדום מתוק 750 מל     ,4,2017-02-28
36.9,7290725900003,7290002407348,שמן זית כתית מעולה 750 מל,1,2017-02-28
15.56666666666666666666666667,7290725900003,7290002409014,ג`חנון אפוי מוכן להגשה 600 גרם    קפוא,3,2017-02-28
11.23333333333333333333333333,7290725900003,7290002409021,מלווח תימני 1 ק``ג  קפוא,3,2017-02-28
14.875,7290725900003,7290002409038,בורקס גבינה ציפור קפוא,4,2017-02-28
12.9,7290725900003,7290002409045,בורקס תפו``א ציפור השרון קפוא,3,2017-02-28
16.9,7290725900003,7290002409052,בורקס תרד 800 גרם  קפוא,2,2017-02-28
11.96666666666666666666666667,7290725900003,7290002409076,ג`חנון בצק 800 גרם      קפוא,3,2017-02-28
17.56666666666666666666666667,7290725900003,7290002409106,בורקס פיצה 800 גרם קפוא,3,2017-02-28
10.56666666666666666666666667,7290725900003,7290002409175,בצק עלים צרפתי 1 ק``ג קפוא,3,2017-02-28
16.9,7290725900003,7290002409304,נקניקיות עטופות קפוא,2,2017-02-28
58,7290725900003,7290002415152,סלט ביצים מעדניה,1,2017-02-28
17.9,7290725900003,7290002439189,גבינה צהובה מגורדת עלמה 500 גר`,2,2017-02-28
25,7290725900003,7290002439196,עוגת פס גבינה פירורים,1,2017-02-28
25,7290725900003,7290002439219,עוגת פס קצפת ופירות יער,2,2017-02-28
25,7290725900003,7290002439226,עוגת רולדת ריבת חלב,1,2017-02-28
25,7290725900003,7290002439233,עוגת רולדת שוקולד,1,2017-02-28
25,7290725900003,7290002439240,עוגת פס גבינה אפוייה,3,2017-02-28
21.9,7290725900003,7290002439257,אקלר ריץ,3,2017-02-28
42.65,7290725900003,7290002439264,פורל נחלים ורוד נקי קפוא 650 גר`,4,2017-02-28
42.9,7290725900003,7290002439271,פורל נחלים נקי קפוא 650 גר`,3,2017-02-28
59.9,7290725900003,7290002447887,צואר עם עצם,1,2017-02-28
14,7290725900003,7290002448051,"סוכר ענבים בד""צ",1,2017-02-28
8.5,7290725900003,7290002485001,חומוס מסעדות/דרוזי 250 גרם,1,2017-02-28
12.9,7290725900003,7290002485025,חומוס מסעדות 500 גרם,1,2017-02-28
8.5,7290725900003,7290002485032,חומוס מסבחה 250 גרם,1,2017-02-28
8.5,7290725900003,7290002485056,חומוס אבו גוש 250 גרם,1,2017-02-28
8.9,7290725900003,7290002485070,טחינה מיוחדת 250 גרם,1,2017-02-28
13.9,7290725900003,7290002485094,קישוא בטעם כבד 250 גרם,1,2017-02-28
13.9,7290725900003,7290002485124,חציל תאילנדי 250 גרם,1,2017-02-28
8.9,7290725900003,7290002485261,טבעות גזר פיקנטי 250 גרם,1,2017-02-28
8.9,7290725900003,7290002485292,רצועות סלק 250 גרם,1,2017-02-28
16.9,7290725900003,7290002485346,סלט ביצים 250 גרם,1,2017-02-28
12.4,7290725900003,7290002485407,סלט תירס מקסיקני 250 גרם,1,2017-02-28
18.9,7290725900003,7290002485445,סלט טונה בריאות 250 גרם,1,2017-02-28
29.9,7290725900003,7290002487272,פיצה משפ` טעם טוב 3X500 קפוא,3,2017-02-28
17.65,7290725900003,7290002487364,בורקס פילו-גבניה זיתים 700 גר` קפוא,4,2017-02-28
40,7290725900003,7290002487531,פרוסות טונה בוואקום קפוא,4,2017-02-28
28.15,7290725900003,7290002490036,תמר מג`הול מובחר,4,2017-02-28
45,7290725900003,7290002511243,גבינה בולגרית 16% קשה מעדניה,1,2017-02-28
40,7290725900003,7290002511267,גבינת שמנת 30%  פיקנטית מעדניה,2,2017-02-28
65,7290725900003,7290002511571,מוצרלה בלוק,1,2017-02-28
14.9,7290725900003,7290002512004,מלווח צנעני 900 גרם קפוא,4,2017-02-28
14.9,7290725900003,7290002512011,ג`חנון צנעני 900 גרם קפוא,4,2017-02-28
14.9,7290725900003,7290002512035,בצק  עלים צנעני 1 ק``ג קפוא,2,2017-02-28
13.9,7290725900003,7290002512134,זיוה פיצה 600 גר` קפוא,1,2017-02-28
13.9,7290725900003,7290002512172,זיוה גבינה 600 גר` קפוא,1,2017-02-28
13.9,7290725900003,7290002512196,זיוה גבינה וזיתים 600 גר` קפוא,2,2017-02-28
14.9,7290725900003,7290002512240,מגולגלות בצק עלים ממולאות,1,2017-02-28
19.9,7290725900003,7290002515364,קמיל בלו אלסבון לתינוק +משאבה500 גרם,1,2017-02-28
26.9,7290725900003,7290002515371,קמיל בלו משפחתי אלסבון לתינוק 1 ליטר,4,2017-02-28
6,7290725900003,7290002517375,בזיליקום עלים שקית,1,2017-02-28
11.7,7290725900003,7290002517566,תערובת תיבול לדג,1,2017-02-28
5.9,7290725900003,7290002517603,בזיליקום,1,2017-02-28
5.966666666666666666666666667,7290725900003,7290002517634, כוסברה,3,2017-02-28
6,7290725900003,7290002517696,שום אבקה,1,2017-02-28
5.9,7290725900003,7290002517764,פטרוזיליה,1,2017-02-28
5.9,7290725900003,7290002517801,צ'לי כתוש חריף,1,2017-02-28
8.1,7290725900003,7290002517856,ציפורן שלם,2,2017-02-28
23.9,7290725900003,7290002519218,מסטר נתחים עצמות מח חלק,1,2017-02-28
34.9,7290725900003,7290002519416,מסטר נתחים- כבד מחפוד,1,2017-02-28
55.15,7290725900003,7290002519461,אסאדו עגל טרי נתח חלק מחפוד,4,2017-02-28
66.9,7290725900003,7290002519508,מסטר נתחים- לשון חלק מחפוד,1,2017-02-28
39.9,7290725900003,7290002519539,מסטר נתחים- בשר ראש ולחי חלק מחפוד,1,2017-02-28
58.9,7290725900003,7290002519560,מסטר נתחים- אוסובוקו חלק מחפוד,1,2017-02-28
86.9,7290725900003,7290002519591,מסטר נתחים- שריר הזרוע חלק מחפוד,1,2017-02-28
56.9,7290725900003,7290002519607,מסטר נתחים- נתחים לקצב חלק מחפוד,3,2017-02-28
24.9,7290725900003,7290002519768,מסטר נתחים- לב חלק מחפוד,1,2017-02-28
55.9,7290725900003,7290002519881,צואר עם עצם חלק מחפוד,3,2017-02-28
89.9,7290725900003,7290002519898,אנטריקוט עם עצם חלק מחפוד,2,2017-02-28
49.9,7290725900003,7290002519966,חזה עם עצם חלק מחפוד,2,2017-02-28
25.9,7290725900003,7290002522188,עוף קפוא מס` 2 הרב רובין,3,2017-02-28
28.65,7290725900003,7290002522201,כרעיים עוף קפוא ארוז הרב רובין,4,2017-02-28
30.9,7290725900003,7290002522232,חזה עוף קפוא הרב רובין,3,2017-02-28
18.9,7290725900003,7290002522256,כנפיים עוף קפוא ארוז הרב רובין,3,2017-02-28
37.9,7290725900003,7290002522263,שוקיים קפוא ארוז הרב רובין,3,2017-02-28
30.56666666666666666666666667,7290725900003,7290002522270,ירכיים קפוא ארוז הרב רובין,3,2017-02-28
38.9,7290725900003,7290002522348,שניצל עוף קפוא ארוז רובין,3,2017-02-28
26,7290725900003,7290002522485,עוף מחולק קפוא ארוז הרב רובין,1,2017-02-28
78,7290725900003,7290002522492,פרגיות קפוא ארוז הרב רובין,2,2017-02-28
25.9,7290725900003,7290002522522,עוף רובין טרי,3,2017-02-28
30.9,7290725900003,7290002522539,חזה עוף רובין טרי,3,2017-02-28
27.9,7290725900003,7290002522546,כרעיים עוף רובין טרי,3,2017-02-28
18.9,7290725900003,7290002522553,כנפיים עוף רובין טרי,3,2017-02-28
30.56666666666666666666666667,7290725900003,7290002522560,ירכיים רובין טרי,3,2017-02-28
37.9,7290725900003,7290002522577,שוקיים עוף רובין טרי,3,2017-02-28
78,7290725900003,7290002522584,פרגיות עוף רובין טרי,1,2017-02-28
40,7290725900003,7290002522591,כבד עוף רובין טרי,1,2017-02-28
38.9,7290725900003,7290002522638,שניצל רובין טרי,3,2017-02-28
8,7290725900003,7290002522645,גרון עוף טרי ארוז רובין,3,2017-02-28
26,7290725900003,7290002522669,עוף מחולק רובין טרי,1,2017-02-28
33,7290725900003,7290002522911,רולדה עוף קפוא הרב רובין,1,2017-02-28
14,7290725900003,7290002522928,קבב עוף 500 גר` הרב רובין קפוא,1,2017-02-28
11.96666666666666666666666667,7290725900003,7290002522942,טחון עוף 500 מגר` הרב רובין קפוא,3,2017-02-28
13.95,7290725900003,7290002522959,טחון הודו 500 גר` הרב רובין קפוא,2,2017-02-28
9.975,7290725900003,7290002522973,נקניקיות עוף קפוא 400 גר` הרב רובין,4,2017-02-28
30.95,7290725900003,7290002522980,בשר אדום עוף הרב רובין קפוא,2,2017-02-28
13.7,7290725900003,7290002541370,אלפרו משקה סויה חלב  עמיד עם קלציום 1 ליטר,4,2017-02-28
13.9,7290725900003,7290002541479,אלפרו משקה סויה עמיד בטעם שוקו 3*250 מ``ל,3,2017-02-28
13.7,7290725900003,7290002541981,אלפרו משקה סויה מועשר בסידן ללא סוכר  1 ל`,4,2017-02-28
7.5,7290725900003,7290002551003,נתחי טונה בהירה בשמן סטארקיסט 160ג,1,2017-02-28
6.3,7290725900003,7290002551010,נתחי טונה סטארקיסט בהירה במים 160ג,3,2017-02-28
18,7290725900003,7290002552260,שמניות קרחונים ללא סוכר,2,2017-02-28
35.9,7290725900003,7290002552369,גלידה שוקולידה וניל פיצפוץ,1,2017-02-28
18.45,7290725900003,7290002552499,שמיניות שלגון פרי,2,2017-02-28
12,7290725900003,7290002552772,עשיריית קרחונים,2,2017-02-28
44.9,7290725900003,7290002554028,צלעות 2 קפוא חלק אורות אליהו,1,2017-02-28
39.9,7290725900003,7290002554103,בשר 7 קפוא חלק אורות אליהו,1,2017-02-28
44.9,7290725900003,7290002554257,צלעות 2קצרות חלק קפוא אורות אליהו,1,2017-02-28
9.9,7290725900003,7290002563648,וופל 800 גר` שוקולד,3,2017-02-28
3.75,7290725900003,7290002564980,גלילי וופל פריך במילוי שוק` חלבי 100,4,2017-02-28
49.9,7290725900003,7290002577324,אמנון ארוז נקי,1,2017-02-28
59.9,7290725900003,7290002577362,בורי ארוז נקי,1,2017-02-28
3.9,7290725900003,7290002581079,תן צאפ חטיף תפוא טבעות טבעי 50 גרם,3,2017-02-28
6.8,7290725900003,7290002581352,קרקר דגן 250 גר`,1,2017-02-28
7.9,7290725900003,7290002581536,נפולי ללא סוכר 250 גרם,3,2017-02-28
16.9,7290725900003,7290002581840,עוגיות תירוש 750 גר`,3,2017-02-28
29.9,7290725900003,7290002596677,פילה אמנון מושט(7-9) קפוא,1,2017-02-28
4.5,7290725900003,7290002599029,תבלינים שונים גדלים שונים           ,2,2017-02-28
5.55,7290725900003,7290002599036,תבלינים שונים גדלים שונים           ,2,2017-02-28
4.1,7290725900003,7290002599104,תבלין 50גר,2,2017-02-28
5,7290725900003,7290002599197,פלפל שחור,1,2017-02-28
13.9,7290725900003,7290002651116,ג`חנון חמסי ארוז 1 ק`ג  קפוא,1,2017-02-28
13.9,7290725900003,7290002651123,מלווח חמסי ארוז 1 ק`ג קפוא,1,2017-02-28
14.9,7290725900003,7290002651253,גחנון אפוי 600 גר` חמסי קפוא,2,2017-02-28
29.9,7290725900003,7290002657408,טונה פוסידון בשמן 960 גר`,4,2017-02-28
14.9,7290725900003,7290002661115,לחם הולנדי 1.2 ק`ג,4,2017-02-28
9.9,7290725900003,7290002661177,לחם כנעני 750 גר`,3,2017-02-28
9.9,7290725900003,7290002661214,לחם גלילי קל 750 גר`,4,2017-02-28
6.2,7290725900003,7290002663522,תפוזינה תפוזים  1.5 ליטר,4,2017-02-28
6.2,7290725900003,7290002663539,תפוזינה אשכוליות 1.5 ליטר,4,2017-02-28
9,7290725900003,7290002663805,שוופס טוניק 1.5 ליטר,3,2017-02-28
9,7290725900003,7290002663812,שוופס ג`ינג`ר אייל 1.5 ליטר,2,2017-02-28
9,7290725900003,7290002663829,שוופס ביטר למון 1.5 ליטר,3,2017-02-28
6.2,7290725900003,7290002663881,תפוזינה דיאט אשכוליות 1.5 ליטר,4,2017-02-28
9.9,7290725900003,7290002673255,מסיר אבנית סיליט מיוחד לקומקום 500  ,2,2017-02-28
13,7290725900003,7290002674221,משחת אקווה פרש מנטה/עדין משאבה 150,1,2017-02-28
10,7290725900003,7290002692393,שמן קנולה מזוכך מועשר 1 ליטר,4,2017-02-28
10,7290725900003,7290002692409,שמן חמניות מזוכך מועשר 1 ליטר,4,2017-02-28
32.4,7290725900003,7290002692478,שמן זית כתית מעולה 750 מל,4,2017-02-28
15.9,7290725900003,7290002692553,זיתולה שמן זית וקנולה 750 מל,4,2017-02-28
39.9,7290725900003,7290002703068,דבש צנצנת 1קג`,4,2017-02-28
45.9,7290725900003,7290002703143,דבש מגובש פרחי בר 1 ק`ג,2,2017-02-28
45.9,7290725900003,7290002703167,דבש מגובש פרחי הדר 1ק`ג,3,2017-02-28
22.15,7290725900003,7290002703310,דבש צנצנת 500גר,4,2017-02-28
16.4,7290725900003,7290002703358,דבש צנצנת 350 גרם,4,2017-02-28
13.9,7290725900003,7290002703426,דבש בקבוק לחיץ 250 גרם,2,2017-02-28
25.9,7290725900003,7290002710004,ביצים תריסר אורגני,2,2017-02-28
19.9,7290725900003,7290002715405,בקלה צעיר קפוא במשקל,1,2017-02-28
4.8,7290725900003,7290002715504,מג'יק ארוחת נודלס בטעם עוף 70 גרם   ,4,2017-02-28
4.8,7290725900003,7290002715511,מג`יק ארוחת נודלס בטעם בשר 70 גרם,4,2017-02-28
4.8,7290725900003,7290002715528,מג'יק ארוחת נודלס בטעם ירקות 70 גרם ,4,2017-02-28
4.8,7290725900003,7290002715580,מגי'ק ארוחת נודלס בטעם סיני 70 גרם  ,4,2017-02-28
8.9,7290725900003,7290002730262,"פלמוליב נוזלי כלים קלאסי 750 מ""""ל",3,2017-02-28
23.65,7290725900003,7290002730354,תחבושות וניה מקסי לילה 12 יח`,4,2017-02-28
6.233333333333333333333333333,7290725900003,7290002730521,מקלות אוזניים בלונס 200 יח'         ,3,2017-02-28
7.233333333333333333333333333,7290725900003,7290002730538,פדים להסרת איפור בלונס 80 יח`,3,2017-02-28
13.23333333333333333333333333,7290725900003,7290002730668,קולגייט משחת שיניים טוטאל 100 גר`,3,2017-02-28
9.9,7290725900003,7290002730675,קולגייט משחת שיניים משפחתי אדומה 100 גרם,4,2017-02-28
